"longitude","latitude"
142.2069,-10.5583
142.2069,-10.5583
142.216666667,-10.555
142.2425372199,-10.9403019163
142.2936891,-10.5234969097
142.3644,-10.8606
142.3667,-10.7167
142.3708333333,-10.845833333
142.4175353697,-10.9153018964
142.9176,-11.2319
142.9176,-11.2319
142.9258636796,-11.2402994453
142.9258636796,-11.2402994453
142.9258636796,-11.2402994453
142.8592566346,-11.7109234131
143.0833,-12.1667
143.0833,-12.1667
143.0833,-12.1667
143.0833,-12.1667
143.226666667,-12.2438888886
143.226666667,-12.2438888886
143.3,-12.0333
143.4,-12.3
143.4,-12.3
143.4,-12.2833
143.409193101,-12.2902927225
143.409193101,-12.2902927225
143.1667,-12.5
143.175862582,-12.5069584794
143.2591950163,-12.5069583642
143.2758614831,-12.4902917743
143.2508641091,-13.9152842828
143.2833,-13.8333
143.2833,-13.8333
143.2833,-13.8333
143.2833,-13.8333
143.2833,-13.8333
143.3333,-13.9167
143.3333,-13.9167
126.133,-14.082
143.6833,-14.0667
143.6833,-14.0667
143.6833,-14.0667
143.6833,-14.0667
143.6925262677,-14.0736160244
144.2508540917,-14.4152799301
144.4925175858,-14.1736140574
143.8499144,-14.5390528506
143.9091914027,-14.5069467947
144.1258556678,-14.5069463759
144.9258466795,-14.5069448502
144.975,-14.5083333325
144.975,-14.5083333325
144.9758461115,-14.5069447556
144.977234972,-14.5005558973
144.9833,-14.5
144.9841,-14.5153
145.242511679,-15.4236062463
145.2508448976,-15.4152729362
145.2544444444,-15.4605555551
145.379444444,-15.0938888885
145.379444444,-15.0938888885
145.379444444,-15.0938888885
145.4425084973,-15.023607839
144.0841926491,-15.9152732294
145.0666666667,-15.6705555551
145.0719444444,-15.6833333333
145.16408049,-15.6992255695
145.16689057,-15.7000263195
145.2167,-15.5167
145.2183333333,-15.6508333328
145.2241787759,-15.5197169279
145.2333,-15.8
145.2333,-15.8
145.2333,-15.8
145.27,-15.5
145.3591781737,-15.9236035843
145.3619444444,-15.9194444439
145.4591766176,-15.7569374881
145.4758430519,-15.740270865
145.4758430519,-15.740270865
144.75,-16
144.8119444444,-16.0155555551
144.8167,-16.0167
144.8167,-16.0167
144.8167,-16.0167
144.8167,-16.0167
144.8167,-16.0167
144.8167,-16.0167
144.8167,-16.0167
144.8167,-16.0167
144.8167,-16.0167
144.8167,-16.0167
144.8258512115,-16.0236043483
144.9222237417,-15.9877257878
145.3833,-16.3333
145.4,-16.4333
145.4,-16.4333
145.4,-16.4333
145.4,-16.4333
145.4,-16.4333
145.4058,-16.4406
145.40583333,-16.4405555595
123.50527778,-16.49166667
145.4819444444,-16.5533333328
145.4833,-16.55
145.4833,-16.55
145.4833,-16.55
145.4833,-16.55
145.4833,-16.55
145.4833,-16.55
145.4833,-16.55
145.4841783015,-16.5486004147
145.5,-16.5667
145.5,-16.5667
145.5,-16.5667
145.5,-16.5667
145.5,-16.5667
145.5,-16.5667
145.5667,-16.6667
145.5667,-16.6667
145.5667,-16.6667
145.5667,-16.6667
145.5667,-16.6667
145.5675,-16.6525
145.5675,-16.6524999995
145.5758442746,-16.6902662236
145.5833,-16.6833
145.5841776667,-16.7485992775
145.5925107468,-16.6902661824
145.6258437796,-16.7235992848
145.65,-16.7167
145.6667,-16.7667
145.6667,-16.7667
145.6758433288,-16.7735989383
145.7,-16.7833
145.7,-16.7833
145.7333,-16.85
145.7333,-16.8167
145.742509349,-16.8235985499
145.75,-16.8667
145.75,-16.8667
145.75,-16.8667
145.75,-16.8667
145.75,-16.8667
145.75,-16.8667
145.75,-16.8667
145.75,-16.8667
145.7534034754,-16.8572828637
145.7539,-16.8567
145.7591758618,-16.8402651043
145.7591759554,-16.8735982868
124.9667,-17.4167
124.97,-17.42
146,-18.2167
146,-18.2167
146.0091769084,-18.2069253965
146.0091769576,-18.2235919981
146.0091770135,-18.2402585999
146.0258434292,-18.2235919501
146.31978,-18.92853
146.6,-19.1667
146.609172879,-19.1735866185
146.6186172031,-19.1719199285
146.69192989,-19.19761518
140.6,-20.2
148.2591562377,-20.2569107445
148.4424864526,-20.0402442851
148.45,-20.1
148.4758193577,-20.0402441748
148.5258189599,-20.1069104297
148.5424852935,-20.0735771683
148.5424852935,-20.0735771683
148.5591520483,-20.1569101347
148.575818321,-20.1069102687
148.5758185019,-20.1569100808
148.5833,-20.2
148.5924851371,-20.20690984
148.6333,-20.2
148.6465239872,-20.1983583434
148.659151746,-20.4235754894
148.7258164,-20.1069097865
148.7258177421,-20.4735750869
148.7508165919,-20.248575837
148.9258138884,-20.1235757485
148.9258144302,-20.2735751755
148.659867467,-20.5785430464
148.9258166116,-20.8569063757
148.934214,-20.865315
148.9424830625,-20.8569063191
148.9424830625,-20.8569063191
148.9424831265,-20.873572927
149.1591474933,-21.0069050527
149.175,-21.2916666661
149.1924805215,-21.0402381548
149.1924811082,-21.1902376329
149.2,-21.2
149.2,-21.12
149.201050044,-21.215130558
149.2091472954,-21.1235711394
149.20914782,-21.2569040123
149.2269247056,-21.0888489773
152.3,-28.3333
