"species","samplingSet","probSet","rateSet","skewSet","shiftSet","predictorsSet","regSet","priorSet","bgSet","algorithmSet","elevationSet","weightSet","rbV","rbD","rbP","modelNames","meanModelPath","sdModelPath","fullAIC","fulleval","cv.mean.train.npresence","cv.mean.train.nBackground","cv.mean.train.nTGBackground","cv.mean.train.auc","cv.mean.train.cor","cv.mean.train.pcor","cv.mean.train.boyce","cv.mean.train.auc.tg","cv.mean.train.auc.ss","cv.mean.train.auc.tg.ss","cv.mean.train.pAUC.sens0.950.8","cv.sd.train.npresence","cv.sd.train.nBackground","cv.sd.train.nTGBackground","cv.sd.train.auc","cv.sd.train.cor","cv.sd.train.pcor","cv.sd.train.boyce","cv.sd.train.auc.tg","cv.sd.train.auc.ss","cv.sd.train.auc.tg.ss","cv.sd.train.pAUC.sens0.950.8","cv.mean.test.npresence","cv.mean.test.nBackground","cv.mean.test.nTGBackground","cv.mean.test.auc","cv.mean.test.cor","cv.mean.test.pcor","cv.mean.test.boyce","cv.mean.test.auc.tg","cv.mean.test.auc.ss","cv.mean.test.auc.tg.ss","cv.mean.test.pAUC.sens0.950.8","cv.sd.test.npresence","cv.sd.test.nBackground","cv.sd.test.nTGBackground","cv.sd.test.auc","cv.sd.test.cor","cv.sd.test.pcor","cv.sd.test.boyce","cv.sd.test.auc.tg","cv.sd.test.auc.ss","cv.sd.test.auc.tg.ss","cv.sd.test.pAUC.sens0.950.8","fullevalSPS","fulleval05TP","fulleval01TP","cv.mean.test.threshold.SPS","cv.mean.test.ODP.SPS","cv.mean.test.CCR.SPS","cv.mean.test.TPR.SPS","cv.mean.test.TNR.SPS","cv.mean.test.FPR.SPS","cv.mean.test.FNR.SPS","cv.mean.test.kappa.SPS","cv.mean.test.tss.SPS","cv.sd.test.threshold.SPS","cv.sd.test.ODP.SPS","cv.sd.test.CCR.SPS","cv.sd.test.TPR.SPS","cv.sd.test.TNR.SPS","cv.sd.test.FPR.SPS","cv.sd.test.FNR.SPS","cv.sd.test.kappa.SPS","cv.sd.test.tss.SPS","cv.mean.test.threshold.TP05","cv.mean.test.ODP.TP05","cv.mean.test.CCR.TP05","cv.mean.test.TPR.TP05","cv.mean.test.TNR.TP05","cv.mean.test.FPR.TP05","cv.mean.test.FNR.TP05","cv.mean.test.kappa.TP05","cv.mean.test.tss.TP05","cv.sd.test.threshold.TP05","cv.sd.test.ODP.TP05","cv.sd.test.CCR.TP05","cv.sd.test.TPR.TP05","cv.sd.test.TNR.TP05","cv.sd.test.FPR.TP05","cv.sd.test.FNR.TP05","cv.sd.test.kappa.TP05","cv.sd.test.tss.TP05","cv.mean.test.all.foldsthreshold.SPS","cv.mean.test.all.foldsthreshold.TP05","delta.train.auc","delta.test.auc","delta.cv.mean.test.boyce","delta.cv.mean.test.pAUC.sens0.950.8","delta.auc.tg","delta.auc.ss","delta.auc.tg.ss","lo.thresh.x","lo.thresh.y","youden.thresh.x","youden.thresh.y","hi.thresh.x","hi.thresh.y","y.lo.inv","x.lo.inv","trinary.pauc"
"Lepturus_repens","noBias",1e-06,0,1e-06,0,"all","all","none","all","maxnet","none","equalWeights",NA,NA,NA,"noBias_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180412_outputs/Maxent/Lepturus_repens/mean_noBias_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180412_outputs/MaxentSD/Lepturus_repens/sd_noBias_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif",NA,NA,45.6,20000,997,0.994,0.126,0,NA,0.968,0.994,0.968,0.993,2.51,0,0,0,0.005,0,NA,0.001,0.001,0.001,0.001,11.4,20000,997,0.907,0.038,0.007,0.807,0.861,0.907,0.86,0.831,2.51,0,0,0.075,0.016,0.016,0.353,0.07,0.074,0.069,0.163,NA,NA,NA,1.74765869536885e-05,1,0.909,0.866,0.909,0.091,0.134,0.008,0.775,2.61511707819138e-05,8.36016309091251e-05,0.0360907346508641,0.0485511554432748,0.0360962340294817,0.0360962340294817,0.0485511554432748,0.00384091231545136,0.0675731043164347,7.02057479892232e-06,1,0.735,0.909,0.735,0.265,0.091,0.004,0.643,1.15229346313918e-05,8.36016309091251e-05,0.297373565474718,0.0198419257401756,0.297517642240665,0.297517642240665,0.0198419257401755,0.00304954536367443,0.285707529503277,6.37845219315595e-05,0.000120782371577306,0,0,0,-0.053,-0.036,0,-0.037,0.0121092212696503,0.851906158357771,0.045957276421517,0.971652003910068,0.125380973112052,0.996089931573803,0.98789077873035,0.148093841642229,0.98543443277652
"Lepturus_repens","targetBG",1e-06,0,1e-06,0,"all","all","none","all","maxnet","none","equalWeights",NA,NA,NA,"targetBG_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180412_outputs/Maxent/Lepturus_repens/mean_targetBG_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180412_outputs/MaxentSD/Lepturus_repens/sd_targetBG_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif",NA,NA,45.6,20000,997,0.977,0.106,0,NA,0.975,0.977,0.975,0.98,2.51,0,0,0.005,0.008,0,NA,0.001,0.004,0.001,0.003,11.4,20000,997,0.891,0.036,0,0.663,0.897,0.888,0.897,0.884,2.51,0,0,0.044,0.005,0,0.215,0.04,0.044,0.04,0.061,NA,NA,NA,1.82914166833864e-05,1,0.858,0.921,0.858,0.142,0.079,0.004,0.779,2.44848142378206e-05,8.36016309091251e-05,0.0403549697780067,0.0736001467896485,0.040350544537149,0.040350544537149,0.0736001467896484,0.00154383384450078,0.109793769684013,1.98312885954569e-05,1,0.816,0.909,0.816,0.184,0.091,0.004,0.725,3.01744490571646e-05,8.36016309091251e-05,0.0861381940874658,0.0198419257401756,0.0861836069743609,0.0861836069743609,0.0198419257401755,0.00201894442309729,0.0720720146190525,0.000105162898050001,0.000135319349221857,-0.017,-0.016,-0.144,0,0,-0.019,0,0.0482502901068477,0.892961876832845,0.0747711631923402,0.989247311827957,0.0920267928684637,0.997067448680352,0.951749709893152,0.107038123167155,0.985011226656677
