"longitude","latitude"
130.667873093,-11.315269332
142.0258736023,-11.6736312599
142.02777778,-11.6602777796
142.0278,-11.6603
142.0278,-11.6603
131.467871109,-12.348592882
132.85,-12.2833
132.851191372,-12.415254882
132.851195091,-12.281919007
136.85,-12.4333
136.85,-12.4167
136.85,-12.4167
136.851152093,-12.448572147
136.859458564,-12.426366321
136.8858,-12.4108
136.907264593,-12.389404948
136.967857089,-12.34576626
136.967857089,-12.34576626
131.25,-12.6167
131.284534737,-12.581923924
141.823,-12.679
141.823,-12.679
141.828888889,-12.6477777776
141.8425435488,-12.6736261802
130.470673088,-13.473080871
136.35,-13.3083
136.35,-13.3083
136.35116126,-13.29856983
130.501216794,-13.548595992
130.5782,-13.664
130.6,-13.6
130.601215468,-13.598594218
136.751165191,-13.898568908
136.951155696,-13.631894046
143.0091993026,-13.5069534228
132.151211615,-14.398584089
132.2667,-14.4667
134.5097,-14.2711
134.509722222,-14.271111111
135.71784862,-14.28189999
135.901176328,-14.181900608
132.09,-14.57
132.090097161,-14.712199103
132.15,-14.95
132.15121437,-14.94858254
132.251209014,-14.498583892
132.3,-14.4833
133.101200283,-14.965249799
133.1167,-14.9167
133.167875741,-14.915250085
133.2,-14.95
133.2,-14.95
133.201205028,-14.948582113
133.2667,-14.9667
133.2667,-14.9667
133.301196918,-14.965245226
133.7519,-14.9161
134.56507694,-14.87580036
134.734488007,-14.731869298
134.75,-14.6667
133.1333,-15.0833
133.1667,-15.0167
133.167871943,-15.015246259
133.234503177,-15.015276184
133.2375,-15.0125
133.267677,-14.982041
135.54742,-15.34774
128.765556,-15.803333
130.0008,-15.7919
130.0508,-15.7919
130.1,-15.8167
130.394840057,-15.615543665
130.417901642,-15.665260202
131.0833,-15.5833
131.1,-15.5166666666667
131.101226275,-15.581919354
135.4,-15.8167
135.401182437,-15.815235633
136.334505557,-15.61523452
136.36666667,-15.63333333
136.3667,-15.6333
136.367846718,-15.631886066
136.4167,-15.9667
136.55,-15.5833
136.551177701,-15.631886433
136.555497171,-15.536669431
136.555497171,-15.536669431
124.2301,-16.37072
125.45,-16.22
129.629722222,-16.223611111
130.484564872,-16.031919795
131.101229424,-16.33191442
131.114837638,-16.331371829
133.7,-16.3
136.317657,-16.082032
137.751166539,-16.265220979
122.85,-16.52
122.85,-16.5167
122.851289744,-16.515310613
130.65,-16.75
130.651234226,-16.748589943
133.417884214,-16.681906951
136.9667,-16.7667
136.987833864,-16.759942116
138.201158001,-16.681877172
138.2092553776,-16.6902859775
138.2605555556,-16.7186111111
138.2817548142,-16.7288967913
122.15,-17.37
124,-17
130.731,-17.409
130.731111111,-17.408611111
130.73125,-17.40881
130.841837947,-17.427786549
137.9367,-17.2147
137.9367,-17.2147
139.1925810846,-17.2569484439
141.9119980173,-17.3155514132
144.3,-17
144.3,-17
144.301085592,-16.981844073
144.3091929924,-16.9902681988
144.4833,-17.1833
144.4842,-17.1819
144.4842,-17.1819
144.49252482,-17.190266924
144.5025,-17.1836
145.0411296357,-17.1872099181
145.1667,-17.1333
145.1758501639,-17.1402653158
122.2,-17.8
122.25,-17.87
122.25879567,-17.89500156
122.259,-17.895
122.47305556,-17.93666667
122.5522,-17.9736
122.55222222,-17.97361111
122.73,-17.85
122.7397,-17.85
124.53461764,-17.74859594
126.16981,-17.55728
133.55,-17.5833
133.551213383,-17.581899142
133.7,-17.9
133.701212683,-17.931901784
133.851217207,-17.931897385
136.051187241,-17.548560312
137.8667,-17.9667
138.0201,-17.8522
138.0201570311,-17.8523395394
141.0842303169,-17.7486081595
141.10627778,-17.6619999995
144.291517,-17.7238669995
145.9333,-17.5833
123.05,-18.47
123.05,-18.4667
123.64573759,-18.31138193
124.16666667,-18.06666667
125.58,-18.05
125.6,-18.1833
125.6,-18.1833
134.2164,-18.2489
134.2164,-18.2489
