"species","samplingSet","probSet","rateSet","skewSet","shiftSet","predictorsSet","regSet","priorSet","bgSet","algorithmSet","elevationSet","weightSet","rbV","rbD","rbP","modelNames","meanModelPath","sdModelPath","fullAIC","fulleval","cv.mean.train.npresence","cv.mean.train.nBackground","cv.mean.train.nTGBackground","cv.mean.train.auc","cv.mean.train.cor","cv.mean.train.pcor","cv.mean.train.boyce","cv.mean.train.auc.tg","cv.mean.train.auc.ss","cv.mean.train.auc.tg.ss","cv.mean.train.pAUC.sens0.950.8","cv.sd.train.npresence","cv.sd.train.nBackground","cv.sd.train.nTGBackground","cv.sd.train.auc","cv.sd.train.cor","cv.sd.train.pcor","cv.sd.train.boyce","cv.sd.train.auc.tg","cv.sd.train.auc.ss","cv.sd.train.auc.tg.ss","cv.sd.train.pAUC.sens0.950.8","cv.mean.test.npresence","cv.mean.test.nBackground","cv.mean.test.nTGBackground","cv.mean.test.auc","cv.mean.test.cor","cv.mean.test.pcor","cv.mean.test.boyce","cv.mean.test.auc.tg","cv.mean.test.auc.ss","cv.mean.test.auc.tg.ss","cv.mean.test.pAUC.sens0.950.8","cv.sd.test.npresence","cv.sd.test.nBackground","cv.sd.test.nTGBackground","cv.sd.test.auc","cv.sd.test.cor","cv.sd.test.pcor","cv.sd.test.boyce","cv.sd.test.auc.tg","cv.sd.test.auc.ss","cv.sd.test.auc.tg.ss","cv.sd.test.pAUC.sens0.950.8","fullevalSPS","fulleval05TP","fulleval01TP","cv.mean.test.threshold.SPS","cv.mean.test.ODP.SPS","cv.mean.test.CCR.SPS","cv.mean.test.TPR.SPS","cv.mean.test.TNR.SPS","cv.mean.test.FPR.SPS","cv.mean.test.FNR.SPS","cv.mean.test.kappa.SPS","cv.mean.test.tss.SPS","cv.sd.test.threshold.SPS","cv.sd.test.ODP.SPS","cv.sd.test.CCR.SPS","cv.sd.test.TPR.SPS","cv.sd.test.TNR.SPS","cv.sd.test.FPR.SPS","cv.sd.test.FNR.SPS","cv.sd.test.kappa.SPS","cv.sd.test.tss.SPS","cv.mean.test.threshold.TP05","cv.mean.test.ODP.TP05","cv.mean.test.CCR.TP05","cv.mean.test.TPR.TP05","cv.mean.test.TNR.TP05","cv.mean.test.FPR.TP05","cv.mean.test.FNR.TP05","cv.mean.test.kappa.TP05","cv.mean.test.tss.TP05","cv.sd.test.threshold.TP05","cv.sd.test.ODP.TP05","cv.sd.test.CCR.TP05","cv.sd.test.TPR.TP05","cv.sd.test.TNR.TP05","cv.sd.test.FPR.TP05","cv.sd.test.FNR.TP05","cv.sd.test.kappa.TP05","cv.sd.test.tss.TP05","cv.mean.test.all.foldsthreshold.SPS","cv.mean.test.all.foldsthreshold.TP05","delta.train.auc","delta.test.auc","delta.cv.mean.test.boyce","delta.cv.mean.test.pAUC.sens0.950.8","delta.auc.tg","delta.auc.ss","delta.auc.tg.ss","lo.thresh.x","lo.thresh.y","youden.thresh.x","youden.thresh.y","hi.thresh.x","hi.thresh.y","y.lo.inv","x.lo.inv","trinary.pauc"
"Alectryon_subcinereus","noBias",1e-06,0,1e-06,0,"all","all","none","all","maxnet","none","equalWeights",NA,NA,NA,"noBias_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180404_outputs/Maxent/Alectryon_subcinereus/mean_noBias_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180404_outputs/MaxentSD/Alectryon_subcinereus/sd_noBias_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif",NA,NA,83.2,20000,639,0.98,0.122,0,NA,0.9,0.98,0.9,0.979,4.438,0,0,0.004,0.012,0,NA,0.007,0.004,0.007,0.002,20.8,20000,639,0.926,0.047,0,0.651,0.784,0.925,0.784,0.932,4.438,0,0,0.014,0.009,0,0.678,0.005,0.014,0.005,0.013,NA,NA,NA,2.14689010476261e-05,0.999,0.884,0.934,0.884,0.116,0.066,0.014,0.818,1.02524721493305e-05,0.000205390746585232,0.0170479426505138,0.0182390620982124,0.0170666600842529,0.0170666600842529,0.0182390620982124,0.00520301650759982,0.0194145870167739,1.19858226794906e-05,0.999,0.847,0.943,0.846,0.154,0.057,0.011,0.79,6.97779652992967e-06,0.000205390746585232,0.0619693660855407,0.00992955563393787,0.0620356862474971,0.0620356862474971,0.00992955563393791,0.00423490869129171,0.057090656558783,0.000107287329511708,0.000184946822089222,0,0,-0.103,0,0,0,0,0.0280260566660067,0.768817204301075,0.0921579853619149,0.942326490713588,0.246019829632701,0.993157380254154,0.971973943333993,0.231182795698925,0.970945640935619
"Alectryon_subcinereus","targetBG",1e-06,0,1e-06,0,"all","all","none","all","maxnet","none","equalWeights",NA,NA,NA,"targetBG_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180404_outputs/Maxent/Alectryon_subcinereus/mean_targetBG_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180404_outputs/MaxentSD/Alectryon_subcinereus/sd_targetBG_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif",NA,NA,83.2,20000,639,0.965,0.111,0,NA,0.919,0.965,0.919,0.971,4.438,0,0,0.008,0.01,0,NA,0.004,0.008,0.004,0.006,20.8,20000,639,0.879,0.043,0,0.754,0.763,0.876,0.763,0.886,4.438,0,0,0.027,0.006,0,0.044,0.029,0.028,0.03,0.046,NA,NA,NA,2.91649796408944e-05,0.999,0.863,0.896,0.863,0.137,0.104,0.011,0.759,8.82901267374507e-06,0.000205390746585232,0.0155636187055598,0.0313308551606472,0.0155782695323748,0.0155782695323748,0.0313308551606472,0.00225685191671598,0.0353943034772134,9.51932858656893e-06,0.999,0.718,0.943,0.718,0.282,0.057,0.006,0.661,1.23336640850447e-05,0.000205390746585232,0.159660142294557,0.00992955563393787,0.159801757299773,0.159801757299773,0.00992955563393791,0.00387916495580476,0.155388765131047,0.000195490260146975,0.000213736358699414,-0.015,-0.047,0,-0.046,-0.021,-0.049,-0.021,0.0734808620586217,0.818670576735093,0.129270950948739,0.966764418377322,0.217095169264591,0.997067448680352,0.926519137941378,0.181329423264907,0.976010773595711
