"species","samplingSet","probSet","rateSet","skewSet","shiftSet","predictorsSet","regSet","priorSet","bgSet","algorithmSet","elevationSet","weightSet","rbV","rbD","rbP","modelNames","meanModelPath","sdModelPath","fullAIC","fulleval","cv.mean.train.npresence","cv.mean.train.nBackground","cv.mean.train.nTGBackground","cv.mean.train.auc","cv.mean.train.cor","cv.mean.train.pcor","cv.mean.train.boyce","cv.mean.train.auc.tg","cv.mean.train.auc.ss","cv.mean.train.auc.tg.ss","cv.mean.train.pAUC.sens0.950.8","cv.sd.train.npresence","cv.sd.train.nBackground","cv.sd.train.nTGBackground","cv.sd.train.auc","cv.sd.train.cor","cv.sd.train.pcor","cv.sd.train.boyce","cv.sd.train.auc.tg","cv.sd.train.auc.ss","cv.sd.train.auc.tg.ss","cv.sd.train.pAUC.sens0.950.8","cv.mean.test.npresence","cv.mean.test.nBackground","cv.mean.test.nTGBackground","cv.mean.test.auc","cv.mean.test.cor","cv.mean.test.pcor","cv.mean.test.boyce","cv.mean.test.auc.tg","cv.mean.test.auc.ss","cv.mean.test.auc.tg.ss","cv.mean.test.pAUC.sens0.950.8","cv.sd.test.npresence","cv.sd.test.nBackground","cv.sd.test.nTGBackground","cv.sd.test.auc","cv.sd.test.cor","cv.sd.test.pcor","cv.sd.test.boyce","cv.sd.test.auc.tg","cv.sd.test.auc.ss","cv.sd.test.auc.tg.ss","cv.sd.test.pAUC.sens0.950.8","fullevalSPS","fulleval05TP","fulleval01TP","cv.mean.test.threshold.SPS","cv.mean.test.ODP.SPS","cv.mean.test.CCR.SPS","cv.mean.test.TPR.SPS","cv.mean.test.TNR.SPS","cv.mean.test.FPR.SPS","cv.mean.test.FNR.SPS","cv.mean.test.kappa.SPS","cv.mean.test.tss.SPS","cv.sd.test.threshold.SPS","cv.sd.test.ODP.SPS","cv.sd.test.CCR.SPS","cv.sd.test.TPR.SPS","cv.sd.test.TNR.SPS","cv.sd.test.FPR.SPS","cv.sd.test.FNR.SPS","cv.sd.test.kappa.SPS","cv.sd.test.tss.SPS","cv.mean.test.threshold.TP05","cv.mean.test.ODP.TP05","cv.mean.test.CCR.TP05","cv.mean.test.TPR.TP05","cv.mean.test.TNR.TP05","cv.mean.test.FPR.TP05","cv.mean.test.FNR.TP05","cv.mean.test.kappa.TP05","cv.mean.test.tss.TP05","cv.sd.test.threshold.TP05","cv.sd.test.ODP.TP05","cv.sd.test.CCR.TP05","cv.sd.test.TPR.TP05","cv.sd.test.TNR.TP05","cv.sd.test.FPR.TP05","cv.sd.test.FNR.TP05","cv.sd.test.kappa.TP05","cv.sd.test.tss.TP05","cv.mean.test.all.foldsthreshold.SPS","cv.mean.test.all.foldsthreshold.TP05","delta.train.auc","delta.test.auc","delta.cv.mean.test.boyce","delta.cv.mean.test.pAUC.sens0.950.8","delta.auc.tg","delta.auc.ss","delta.auc.tg.ss","lo.thresh.x","lo.thresh.y","youden.thresh.x","youden.thresh.y","hi.thresh.x","hi.thresh.y","y.lo.inv","x.lo.inv","trinary.pauc"
"Cyperus_gunnii_subsp._gunnii","noBias",1e-06,0,1e-06,0,"all","all","none","all","maxnet","none","equalWeights",NA,NA,NA,"noBias_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180404_outputs/Maxent/Cyperus_gunnii_subsp._gunnii/mean_noBias_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180404_outputs/MaxentSD/Cyperus_gunnii_subsp._gunnii/sd_noBias_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif",NA,NA,135.2,20000,2267,0.96,0.115,0,NA,0.848,0.96,0.848,0.949,14.167,0,0,0.003,0.007,0,NA,0.011,0.003,0.011,0.007,33.8,20000,2267,0.85,0.041,0,0.897,0.602,0.85,0.602,0.823,14.167,0,0,0.022,0.01,0,0.143,0.025,0.024,0.03,0.05,NA,NA,NA,7.66565215519531e-06,0.999,0.771,0.853,0.771,0.229,0.147,0.006,0.624,5.84771953322978e-06,0.000471142426632915,0.0389404062886044,0.0439543442495004,0.0389393431434641,0.0389393431434641,0.0439543442495004,0.00354543432138521,0.0807551440189039,1.9440000833078e-06,0.999,0.605,0.943,0.604,0.396,0.057,0.004,0.547,2.70578978581621e-06,0.000471142426632915,0.10784297025341,0.00720300321586311,0.10792524573364,0.10792524573364,0.00720300321586314,0.00263920582420415,0.102163336811321,3.68004678336232e-05,1.90389956394323e-05,0,0,0,0,0,0,0,0.0310384920216142,0.648582600195503,0.13132268276363,0.882697947214076,0.35462403932364,0.976539589442815,0.968961507978386,0.351417399804497,0.937311875760505
"Cyperus_gunnii_subsp._gunnii","targetBG",1e-06,0,1e-06,0,"all","all","none","all","maxnet","none","equalWeights",NA,NA,NA,"targetBG_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180404_outputs/Maxent/Cyperus_gunnii_subsp._gunnii/mean_targetBG_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif","D:/Documents_2/SD_work/Aus_BIEN4_test/BIEN_v1/Aus_demo_180404_outputs/MaxentSD/Cyperus_gunnii_subsp._gunnii/sd_targetBG_1e-06_0_1e-06_0_all_all_none_all_maxnet_none_equalWeights.tif",NA,NA,135.2,20000,2267,0.941,0.104,0,NA,0.887,0.942,0.887,0.932,14.167,0,0,0.008,0.011,0,NA,0.008,0.009,0.008,0.014,33.8,20000,2267,0.759,0.034,0,0.891,0.584,0.756,0.585,0.758,14.167,0,0,0.026,0.009,0.001,0.052,0.048,0.026,0.049,0.043,NA,NA,NA,8.10209848308569e-06,0.999,0.681,0.809,0.681,0.319,0.191,0.004,0.49,4.66408804606037e-06,0.000471142426632915,0.0259084351816615,0.0105692058616979,0.0258851201357931,0.0258851201357932,0.010569205861698,0.00173853779549403,0.0336145399720727,2.0076034506806e-06,0.999,0.523,0.943,0.523,0.477,0.057,0.002,0.465,2.16589578806202e-06,0.000471142426632915,0.0673834589057967,0.00720300321586311,0.0673728621594448,0.0673728621594449,0.00720300321586314,0.00129527532184251,0.0610298652805295,4.86917960986318e-05,4.45948673418456e-05,-0.019,-0.091,-0.00600000000000001,-0.0649999999999999,-0.018,-0.094,-0.017,0.0868238352240412,0.679863147605083,0.197940169309644,0.903225806451613,0.420847132271722,0.990224828934506,0.913176164775959,0.320136852394917,0.941953306877871
